File,code,PrevDH,Lag,Seg_Start,Seg_End,Word,Word_Start,Word_End,PrevWord,Pre_Seg,Pre_Seg_Start,Pre_Seg_End,Post_Seg,Post_Seg_Start,Post_Seg_End,Window,Vowels_per_Second,gender,birthyear,age,obs,prev
PH06-2-6,1,2,2.01,2680.403,2680.443,THEY,2680.403,2680.512,THAT,F,2680.313,2680.403,EY,2680.443,2680.512,1.43,5.594,f,1984,22,1,1
PH06-2-6,2,1,0.971,2681.303,2681.393,THE,2681.303,2681.483,THEY,ER,2681.223,2681.303,IY,2681.393,2681.483,1.4,4.286,f,1984,22,1,1
PH06-2-6,1,2,1.64,2682.833,2682.903,THEIR,2682.833,2683.123,THE,S,2682.743,2682.833,EH,2682.903,2682.953,1.79,5.028,f,1984,22,1,1
PH06-2-6,1,1,8.229,2691.223,2691.263,THAT,2691.223,2691.352,THEIR,AY,2691.003,2691.223,AH,2691.263,2691.322,1.64,5.488,f,1984,22,1,1
PH06-2-6,1,1,1.681,2692.693,2692.753,THEM,2692.693,2693.033,THAT,Z,2692.593,2692.693,AH,2692.753,2692.803,2.08,3.846,f,1984,22,1,1
PH06-2-6,2,1,1.82,2694.563,2694.593,THAT,2694.563,2694.853,THEM,K,2694.503,2694.563,AE,2694.593,2694.823,1.13,4.425,f,1984,22,1,1
PH06-2-6,1,2,3.56,2698.233,2698.293,THAT,2698.233,2698.413,THAT,R,2698.153,2698.233,AH,2698.293,2698.363,1.32,4.545,f,1984,22,1,1
PH06-2-6,1,1,0.66,2698.903,2698.993,THAT,2698.903,2699.073,THAT,UW,2698.703,2698.903,AH,2698.993,2699.033,1.57,3.822,f,1984,22,1,1
PH06-2-6,1,1,3.79,2702.623,2702.663,THAT,2702.623,2702.863,THAT,ER,2702.513,2702.623,AE,2702.663,2702.832,1.32,4.545,f,1984,22,1,1
PH06-2-6,1,1,27.37,2729.703,2729.752,THOSE,2729.703,2730.233,THAT,V,2729.653,2729.703,OW,2729.752,2730.023,1.83,3.825,f,1984,22,1,1
PH06-2-6,1,1,4.8,2734.813,2734.842,THAN,2734.813,2735.033,THOSE,ER,2734.742,2734.813,AH,2734.842,2734.873,1.48,5.405,f,1984,22,1,1
PH06-2-6,1,1,0.25,2735.033,2735.063,THAT,2735.033,2735.283,THAN,N,2734.873,2735.033,AE,2735.063,2735.243,1.95,4.103,f,1984,22,1,1
PH06-2-6,1,1,19.24,2754.193,2754.303,THEY'RE,2754.193,2754.523,THAT,ns,2754.003,2754.193,EH,2754.303,2754.363,1.95,4.103,f,1984,22,1,1
PH06-2-6,1,1,1.1,2755.383,2755.453,THAT,2755.383,2755.623,THEY'RE,ER,2755.263,2755.383,AH,2755.453,2755.503,2.24,3.125,f,1984,22,1,1
PH06-2-6,2,1,37.21,2792.572,2792.603,THAT,2792.572,2792.833,THAT,K,2792.513,2792.572,AE,2792.603,2792.733,1.32,3.788,f,1984,22,1,1
PH06-2-6,1,1,37.59,2830.323,2830.383,THE,2830.323,2830.423,THAT,P,2830.293,2830.323,AH,2830.383,2830.423,0.96,4.167,f,1984,22,1,1
PH06-2-6,1,1,3.64,2833.803,2833.883,THAT,2833.803,2834.063,THE,L,2833.683,2833.803,AE,2833.883,2834.032,1.331,5.259,f,1984,22,1,1
PH06-2-6,1,1,3.01,2836.933,2836.963,THEN,2836.933,2837.073,THAT,sp,2836.783,2836.933,EH,2836.963,2836.993,1.74,2.874,f,1984,22,1,1
PH06-2-6,1,1,12.65,2849.523,2849.583,THERE'S,2849.523,2849.723,THEN,L,2849.432,2849.523,EH,2849.583,2849.612,1.659,4.219,f,1984,22,1,1
PH06-2-6,1,1,1.59,2851.043,2851.143,THERE'S,2851.043,2851.313,THERE'S,sp,2850.362,2851.043,EH,2851.143,2851.203,2.721,3.308,f,1984,22,1,1
PH06-2-6,1,1,1.95,2853.083,2853.123,THEN,2853.083,2853.263,THERE'S,sp,2853.013,2853.083,EH,2853.123,2853.183,1.11,4.505,f,1984,22,1,1
PH06-2-6,1,1,0.19,2853.263,2853.293,THERE'S,2853.263,2853.453,THEN,N,2853.183,2853.263,EH,2853.293,2853.383,1,5,f,1984,22,1,1
PH06-2-6,1,1,8.1,2861.272,2861.302,THAT,2861.272,2861.553,THERE'S,K,2861.223,2861.272,AE,2861.302,2861.523,1.351,2.961,f,1984,22,1,1
PH06-2-6,1,1,1.08,2862.273,2862.353,THAT'S,2862.273,2862.633,THAT,OW,2862.243,2862.273,AE,2862.353,2862.503,1.1,5.455,f,1984,22,1,1
PH06-2-6,1,1,1.83,2864.203,2864.283,THAT'S,2864.203,2864.463,THAT'S,sp,2864.123,2864.203,AE,2864.283,2864.363,1.52,4.605,f,1984,22,1,1
PH06-2-6,2,1,9.08,2873.243,2873.273,THAT,2873.243,2873.543,THAT'S,K,2873.173,2873.243,AE,2873.273,2873.513,1.24,3.226,f,1984,22,1,1
PH06-2-6,1,2,4.63,2878.003,2878.033,THAT'D,2878.003,2878.173,THAT,OW,2877.913,2878.003,AE,2878.033,2878.073,1.32,6.818,f,1984,22,1,1
PH06-2-6,0,1,0.99,2879.013,2879.063,THAT,2879.013,2879.163,THAT'D,AH,2878.983,2879.013,AE,2879.063,2879.133,1.11,5.405,f,1984,22,0,1
PH06-2-6,1,0,23.93,2902.943,2902.973,THEM,2902.943,2903.093,THAT,NG,2902.833,2902.943,EH,2902.973,2903.003,2.14,5.607,f,1984,22,1,0
PH06-2-6,1,1,1.07,2903.923,2903.953,THEM,2903.923,2904.163,THEM,NG,2903.843,2903.923,EH,2903.953,2904.033,1.64,4.878,f,1984,22,1,1
PH06-2-6,1,1,0.85,2904.733,2904.763,THAT,2904.733,2905.013,THEM,K,2904.693,2904.733,AE,2904.763,2904.953,1.43,3.497,f,1984,22,1,1
PH06-2-6,1,1,30.03,2934.783,2934.823,THAT,2934.783,2935.043,THAT,M,2934.683,2934.783,AE,2934.823,2934.983,1.28,5.469,f,1984,22,1,1
PH06-2-6,2,1,2.26,2937.013,2937.083,THAT,2937.013,2937.303,THAT,K,2936.973,2937.013,AE,2937.083,2937.273,1.51,4.636,f,1984,22,1,1
PH06-2-6,0,2,2.82,2939.852,2939.923,THE,2939.852,2940.123,THAT,sp,2939.803,2939.852,AH,2939.923,2940.123,2.06,3.883,f,1984,22,0,1
PH06-2-6,1,0,2.97,2942.873,2942.923,THAT,2942.873,2943.093,THE,UW,2942.773,2942.873,AE,2942.923,2943.063,1.58,3.165,f,1984,22,1,0
PH06-2-6,1,1,2.27,2945.303,2945.333,THE,2945.303,2945.363,THAT,IY,2945.183,2945.303,AH,2945.333,2945.363,1.59,4.403,f,1984,22,1,1
PH06-2-6,0,1,1.02,2946.072,2946.123,THAT,2946.072,2946.383,THE,K,2946.003,2946.072,AE,2946.123,2946.353,1.62,4.938,f,1984,22,0,1
PH06-2-6,2,1,79.13,3025.433,3025.473,THE,3025.433,3025.513,THAT,sp,3025.313,3025.433,IY,3025.473,3025.513,1.76,3.409,f,1984,22,1,1
PH06-2-6,1,2,0.639,3025.893,3025.953,THAT,3025.893,3026.152,THE,IY,3025.793,3025.893,AE,3025.953,3026.012,1.47,4.082,f,1984,22,1,1
PH06-2-6,1,1,22.831,3048.773,3048.803,THAT,3048.773,3048.983,THAT,sp,3048.743,3048.773,AE,3048.803,3048.953,1.07,6.542,f,1984,22,1,1
PH06-2-6,1,0,23.54,3072.063,3072.133,THEY'RE,3072.063,3072.523,THAT,sp,3072.023,3072.063,EH,3072.133,3072.293,1.789,1.677,f,1984,22,1,0
PH06-2-6,1,1,32.19,3104.623,3104.673,THE,3104.623,3104.713,THEY'RE,S,3104.553,3104.623,AH,3104.673,3104.713,1.149,5.222,f,1984,22,1,1
PH06-2-6,1,1,1.16,3105.643,3105.683,THEN,3105.643,3105.873,THE,N,3105.563,3105.643,EH,3105.683,3105.763,2.051,3.413,f,1984,22,1,1
PH06-2-6,1,1,15.03,3120.403,3120.543,THEN,3120.403,3120.903,THEN,sp,3120.383,3120.403,EH,3120.543,3120.723,1.641,1.828,f,1984,22,1,1
PH06-2-6,1,1,3.98,3124.813,3124.843,THE,3124.813,3124.883,THEN,IH,3124.783,3124.813,AH,3124.843,3124.883,1.06,7.547,f,1984,22,1,1
PH06-2-6,0,1,8.86,3133.443,3133.503,THIS,3133.443,3133.743,THE,Z,3133.363,3133.443,IH,3133.503,3133.563,1.99,3.518,f,1984,22,0,1
PH06-2-6,1,1,7.98,3141.533,3141.603,THEY'VE,3141.533,3141.723,THIS,OW,3141.323,3141.533,EY,3141.603,3141.683,1.4,2.857,f,1984,22,1,1
PH06-2-6,1,2,3.94,3145.503,3145.573,THEY'RE,3145.503,3145.663,THEY'VE,sp,3144.912,3145.503,EH,3145.573,3145.633,2.161,2.776,f,1984,22,1,1
PH06-2-6,2,1,2.34,3147.693,3147.833,THEY'VE,3147.693,3148.003,THEY'RE,sp,3147.673,3147.693,EY,3147.833,3147.943,1.171,4.27,f,1984,22,1,1
PH06-2-6,1,2,7.14,3154.943,3155.033,THEY,3154.943,3155.143,THEY'VE,sp,3154.843,3154.943,EY,3155.033,3155.143,1.599,4.378,f,1984,22,1,1
PH06-2-6,1,1,2.969,3157.983,3158.023,THEY,3157.983,3158.112,THEY,L,3157.912,3157.983,EY,3158.023,3158.112,2.22,3.153,f,1984,22,1,1
PH06-2-6,1,1,4.391,3162.232,3162.293,THAT,3162.232,3162.503,THEY,L,3162.152,3162.232,AE,3162.293,3162.473,1.67,2.994,f,1984,22,1,1
PH06-2-6,1,1,10.52,3172.863,3172.953,THAN,3172.863,3173.023,THAT,IY,3172.613,3172.863,AH,3172.953,3172.983,1.46,3.425,f,1984,22,1,1
PH06-2-6,1,1,28.84,3201.683,3201.713,THAT'S,3201.683,3201.863,THAN,EY,3201.573,3201.683,AE,3201.713,3201.773,1.15,5.217,f,1984,22,1,1
PH06-2-6,1,1,18.44,3220.053,3220.183,THAT,3220.053,3220.303,THAT'S,sp,3220.023,3220.053,AE,3220.183,3220.273,1.851,2.161,f,1984,22,1,1
PH06-2-6,1,1,13.86,3233.853,3233.903,THAT,3233.853,3234.163,THAT,V,3233.812,3233.853,AE,3233.903,3234.133,1.56,3.846,f,1984,22,1,1
PH06-2-6,1,1,0.42,3234.433,3234.463,THAT,3234.433,3234.583,THAT,K,3234.363,3234.433,AE,3234.463,3234.553,1.141,4.382,f,1984,22,1,1
PH06-2-6,1,1,0.79,3235.263,3235.323,THE,3235.263,3235.373,THAT,OW,3235.233,3235.263,AH,3235.323,3235.373,1.12,4.464,f,1984,22,1,1
PH06-2-6,1,1,4.46,3239.523,3239.573,THERE,3239.523,3239.833,THE,S,3239.443,3239.523,EH,3239.573,3239.723,1.81,4.42,f,1984,22,1,1
PH06-2-6,1,1,8.64,3248.223,3248.273,THAT,3248.223,3248.473,THERE,OW,3248.133,3248.223,AE,3248.273,3248.442,1.54,3.896,f,1984,22,1,1
PH06-2-6,2,1,20.98,3269.373,3269.413,THE,3269.373,3269.453,THAT,sp,3268.933,3269.373,AH,3269.413,3269.453,1.62,4.321,f,1984,22,1,1
PH06-2-6,1,2,16.64,3285.963,3286.053,THE,3285.963,3286.093,THE,AY,3285.833,3285.963,AH,3286.053,3286.093,1.37,5.109,f,1984,22,1,1
PH06-2-6,1,1,1.1,3286.983,3287.053,THE,3286.983,3287.193,THE,V,3286.933,3286.983,AH,3287.053,3287.193,1.529,3.924,f,1984,22,1,1
PH06-2-6,2,1,62.03,3349.133,3349.193,THE,3349.133,3349.223,THE,ER,3349.103,3349.133,AH,3349.193,3349.223,2.01,4.478,f,1984,22,1,1
PH06-2-6,1,2,7.88,3356.983,3357.063,THE,3356.983,3357.103,THE,P,3356.953,3356.983,IY,3357.063,3357.103,1.72,4.07,f,1984,22,1,1
PH06-2-6,1,1,12.56,3369.553,3369.592,THAT,3369.553,3369.663,THE,IY,3369.442,3369.553,AH,3369.592,3369.632,1.39,7.194,f,1984,22,1,1
PH06-2-6,1,1,0.83,3370.163,3370.203,THERE,3370.163,3370.493,THAT,ER,3370.112,3370.163,EH,3370.203,3370.463,1,6,f,1984,22,1,1
PH06-2-6,1,1,1.83,3372.103,3372.143,THAT,3372.103,3372.323,THERE,K,3372.033,3372.103,AE,3372.143,3372.293,1.54,1.948,f,1984,22,1,1
PH06-2-6,1,1,21,3393.063,3393.143,THERE'S,3393.063,3393.323,THAT,sp,3393.022,3393.063,EH,3393.143,3393.213,1.349,3.706,f,1984,22,1,1
PH06-2-6,1,1,17.74,3410.943,3410.983,THAT,3410.943,3411.063,THERE'S,sp,3410.872,3410.943,AE,3410.983,3411.033,0.959,5.214,f,1984,22,1,1
PH06-2-6,1,1,33.81,3444.692,3444.743,THEY,3444.692,3444.873,THAT,K,3444.663,3444.692,EY,3444.743,3444.873,1.17,3.419,f,1984,22,1,1
PH06-2-6,1,1,1.67,3446.473,3446.502,THE,3446.473,3446.543,THEY,N,3446.423,3446.473,AH,3446.502,3446.543,1.03,8.738,f,1984,22,1,1
PH06-2-6,1,1,19.62,3465.913,3465.973,THERE'S,3465.913,3466.163,THE,OW,3465.782,3465.913,EH,3465.973,3466.073,1.371,4.376,f,1984,22,1,1
PH06-2-6,2,1,0.109,3466.163,3466.193,THE,3466.163,3466.272,THERE'S,Z,3466.103,3466.163,AH,3466.193,3466.272,1.311,4.577,f,1984,22,1,1
PH06-2-6,2,1,36.331,3502.393,3502.473,THAT,3502.393,3502.603,THE,sp,3502.183,3502.393,AH,3502.473,3502.543,1.929,2.074,f,1984,22,1,1
PH06-2-6,1,9,14.72,3517.033,3517.083,THEM,3517.033,3517.323,THAT,L,3516.963,3517.033,EH,3517.083,3517.203,1.48,3.378,f,1984,22,1,0
PH06-2-6,1,1,7.27,3524.313,3524.343,THAT,3524.313,3524.593,THEM,K,3524.263,3524.313,AE,3524.343,3524.563,1.96,2.551,f,1984,22,1,1
PH06-2-6,2,2,12.36,3536.753,3536.783,THAT,3536.753,3536.953,THAT,K,3536.703,3536.753,AE,3536.783,3536.923,1.29,5.426,f,1984,22,1,1
PH06-2-6,0,2,1.73,3538.413,3538.483,THERE'S,3538.413,3538.683,THAT,sp,3538.373,3538.413,EH,3538.483,3538.573,1.24,5.645,f,1984,22,0,1
PH06-2-6,1,0,3.26,3541.883,3541.913,THE,3541.883,3541.943,THERE'S,V,3541.853,3541.883,AH,3541.913,3541.943,0.901,6.659,f,1984,22,1,0
PH06-2-6,1,1,0.29,3542.153,3542.192,THE,3542.153,3542.233,THE,N,3542.113,3542.153,AH,3542.192,3542.233,0.97,6.186,f,1984,22,1,1
PH06-2-6,1,1,4.31,3546.323,3546.393,THEN,3546.323,3546.543,THE,OW,3546.273,3546.323,EH,3546.393,3546.483,1.55,3.226,f,1984,22,1,1
PH06-2-6,2,1,0.52,3546.732,3546.793,THERE,3546.732,3547.063,THEN,M,3546.642,3546.732,EH,3546.793,3546.982,1.409,4.968,f,1984,22,1,1
PH06-2-6,1,2,0.38,3547.263,3547.353,THEN,3547.263,3547.443,THERE,OW,3547.223,3547.263,EH,3547.353,3547.393,1.55,4.516,f,1984,22,1,1
PH06-2-6,2,1,6.9,3554.113,3554.143,THAT'S,3554.113,3554.343,THEN,sp,3554.093,3554.113,AE,3554.143,3554.233,2.25,1.333,f,1984,22,1,1
PH06-2-6,1,2,1.37,3555.562,3555.593,THAT,3555.562,3555.713,THAT'S,V,3555.532,3555.562,AE,3555.593,3555.662,1.52,2.632,f,1984,22,1,1
PH06-2-6,1,1,32.9,3588.502,3588.543,((THAT)),3588.502,3588.613,THAT,OW,3588.462,3588.502,AH,3588.543,3588.573,1.42,5.634,f,1984,22,1,1
PH06-2-6,1,1,3.27,3591.693,3591.723,THAT,3591.693,3591.883,((THAT)),K,3591.633,3591.693,AE,3591.723,3591.853,0.74,4.054,f,1984,22,1,1
PH06-2-6,1,1,3.05,3594.633,3594.662,THAT,3594.633,3594.933,THAT,S,3594.572,3594.633,AE,3594.662,3594.903,1.13,5.31,f,1984,22,1,1
PH06-2-6,1,1,3.54,3598.333,3598.443,THE,3598.333,3598.473,THAT,sp,3598.313,3598.333,AH,3598.443,3598.473,1.27,4.724,f,1984,22,1,1
PH06-2-6,1,1,1.19,3599.593,3599.633,THE,3599.593,3599.663,THE,N,3599.533,3599.593,AH,3599.633,3599.663,0.791,7.585,f,1984,22,1,1
PH06-2-6,1,1,0.36,3599.933,3599.962,THE,3599.933,3600.023,THE,V,3599.903,3599.933,AH,3599.962,3600.023,1.01,5.941,f,1984,22,1,1
PH06-2-6,1,1,1.14,3601.103,3601.133,THE,3601.103,3601.163,THE,N,3601.013,3601.103,AH,3601.133,3601.163,1.4,5,f,1984,22,1,1
PH06-2-6,2,1,4.19,3605.183,3605.233,THE,3605.183,3605.353,THE,sp,3605.143,3605.183,IY,3605.233,3605.353,1.2,3.333,f,1984,22,1,1
PH06-2-6,0,2,15.679,3620.873,3620.932,THEY,3620.873,3621.032,THE,K,3620.813,3620.873,EY,3620.932,3621.032,1.71,4.678,f,1984,22,0,1
PH06-2-6,1,0,2.631,3623.593,3623.633,THE,3623.593,3623.663,THEY,NG,3623.503,3623.593,AH,3623.633,3623.663,2.74,2.555,f,1984,22,1,0
PH06-2-7,1,1,12.4,71.803,71.833,THOUGH,71.803,71.863,THE,Z,71.703,71.803,OW,71.833,71.863,2.679,3.359,f,1941,65,1,1
PH06-2-7,1,1,9.83,81.583,81.623,THAT,81.583,81.693,THOUGH,M,81.543,81.583,AH,81.623,81.663,1.561,5.125,f,1941,65,1,1
PH06-2-7,1,1,13.89,95.453,95.493,THE,95.453,95.583,THAT,V,95.393,95.453,IY,95.493,95.583,1.12,5.357,f,1941,65,1,1
PH06-2-7,1,1,0.41,95.883,95.913,THE,95.883,95.993,THE,IY,95.782,95.883,IY,95.913,95.993,1.09,5.505,f,1941,65,1,1
PH06-2-7,1,9,4.94,100.823,100.873,THEM,100.823,100.933,THE,AH,100.783,100.823,AH,100.873,100.903,1.2,6.667,f,1941,65,1,0
PH06-2-7,1,1,3.07,103.763,103.813,THIS,103.763,104.003,THEM,sp,102.253,103.763,AH,103.813,103.843,2.91,1.718,f,1941,65,1,1
PH06-2-7,1,1,0.51,104.163,104.193,THEIR,104.163,104.513,THIS,Z,104.043,104.163,EH,104.193,104.332,3.21,2.181,f,1941,65,1,1
PH06-2-7,2,1,2.71,107.083,107.113,THEM,107.083,107.223,THEIR,P,107.053,107.083,AH,107.113,107.143,1.46,4.11,f,1941,65,1,1
PH06-2-7,0,2,0.78,107.823,107.863,THEM,107.823,108.003,THEM,P,107.763,107.823,AH,107.863,107.903,2.12,2.83,f,1941,65,0,1
PH06-2-7,1,9,112.4,220.233,220.303,THE,220.233,220.403,THEM,L,220.073,220.233,IY,220.303,220.403,1.99,3.518,f,1941,65,1,0
PH06-2-7,1,9,11.67,231.973,232.013,THE,231.973,232.073,THE,OW,231.813,231.973,AH,232.013,232.073,2.05,3.902,f,1941,65,1,0
PH06-2-7,2,1,3.61,235.293,235.423,THEY,235.293,235.683,THE,sp,233.693,235.293,EY,235.423,235.683,3.64,1.374,f,1941,65,1,1
PH06-2-7,1,2,3.95,239.493,239.553,THEY,239.493,239.633,THEY,sp,239.353,239.493,EY,239.553,239.633,0.839,5.959,f,1941,65,1,1
PH06-2-7,1,1,0.439,239.973,240.013,THAT,239.973,240.072,THEY,UW,239.893,239.973,AH,240.013,240.043,2.06,2.427,f,1941,65,1,1
PH06-2-7,2,1,4.051,244.013,244.063,THERE,244.013,244.123,THAT,F,243.983,244.013,EH,244.063,244.093,0.9,7.778,f,1941,65,1,1
PH06-2-7,1,2,0.56,244.572,244.603,THAT,244.572,244.683,THERE,Z,244.463,244.572,AH,244.603,244.643,1.499,6.004,f,1941,65,1,1
PH06-2-7,1,0,26.94,271.553,271.583,THE,271.553,271.623,THAT,EY,271.413,271.553,IY,271.583,271.623,2.7,2.593,f,1941,65,1,0
PH06-2-7,1,1,9.4,280.953,280.983,THE,280.953,281.023,THE,N,280.893,280.953,AH,280.983,281.023,1.67,3.593,f,1941,65,1,1
PH06-2-7,1,1,40.01,320.933,320.962,THAT,320.933,321.033,THE,sp,319.763,320.933,AE,320.962,321.003,2.189,2.741,f,1941,65,1,1
PH06-2-7,1,1,16.29,337.213,337.243,THAT,337.213,337.323,THAT,M,337.133,337.213,AE,337.243,337.293,1.36,5.882,f,1941,65,1,1
PH06-2-7,1,9,28.13,365.263,365.323,((THE)),365.263,365.453,THAT,N,365.233,365.263,AH,365.323,365.453,1.04,4.808,f,1941,65,1,0
PH06-2-7,1,1,0.48,365.853,365.883,THE,365.853,365.933,((THE)),N,365.732,365.853,AH,365.883,365.933,1.06,5.66,f,1941,65,1,1
PH06-2-7,1,1,0.709,366.513,366.552,THAT,366.513,366.642,THE,L,366.463,366.513,AH,366.552,366.603,1.13,6.195,f,1941,65,1,1
PH06-2-7,1,1,10.811,377.233,377.273,THIS,377.233,377.453,THAT,UW,377.203,377.233,AH,377.273,377.342,1.119,6.256,f,1941,65,1,1
PH06-2-7,1,1,0.82,378.073,378.113,THAT,378.073,378.273,THIS,UW,378.003,378.073,AE,378.113,378.233,0.96,5.208,f,1941,65,1,1
PH06-2-7,1,1,19.279,397.423,397.452,THE,397.423,397.552,THAT,L,397.373,397.423,IY,397.452,397.552,1.539,5.198,f,1941,65,1,1
PH06-2-7,2,1,4.121,401.513,401.563,THEN,401.513,401.673,THE,sp,401.213,401.513,EH,401.563,401.613,1.41,4.965,f,1941,65,1,1
PH06-2-7,1,2,2.62,404.173,404.203,THERE,404.173,404.293,THEN,IY,404.093,404.173,EH,404.203,404.263,1.37,3.65,f,1941,65,1,1
PH06-2-7,2,1,9.92,414.073,414.123,THERE,414.073,414.213,THERE,N,413.993,414.073,EH,414.123,414.183,1.36,5.882,f,1941,65,1,1
PH06-2-7,1,2,5.14,419.052,419.083,THAT,419.052,419.353,THERE,UW,418.932,419.052,AE,419.083,419.322,1.669,4.194,f,1941,65,1,1
PH06-2-7,0,1,3.65,422.943,422.972,THE,422.943,423.003,THAT,K,422.853,422.943,AH,422.972,423.003,1.11,6.306,f,1941,65,0,1
PH06-2-7,1,0,2.95,425.883,425.923,THE,425.883,425.953,THE,N,425.833,425.883,AH,425.923,425.953,1.64,4.878,f,1941,65,1,0
PH06-2-7,1,1,1.52,427.293,427.323,THERE,427.293,427.473,THE,SH,427.223,427.293,EH,427.323,427.443,1.6,5,f,1941,65,1,1
PH06-2-7,1,9,18.95,446.253,446.283,THAT,446.253,446.423,THERE,OW,446.153,446.253,AE,446.283,446.383,1.72,5.814,f,1941,65,1,0
PH06-2-7,0,1,7.76,454.093,454.122,THERE,454.093,454.183,THAT,sp,453.233,454.093,EH,454.122,454.153,2.16,3.704,f,1941,65,0,1
PH06-2-7,2,0,6.79,460.853,460.923,THE,460.853,460.973,THERE,ER,460.823,460.853,AH,460.923,460.973,3.221,3.105,f,1941,65,1,0
PH06-2-7,1,1,10.36,471.243,471.272,THEY,471.243,471.333,THE,sp,470.383,471.243,EY,471.272,471.333,2.42,2.893,f,1941,65,1,1
PH06-2-7,0,1,1.67,472.703,472.763,THAT'S,472.703,473.003,THEY,K,472.632,472.703,AE,472.763,472.882,1.74,5.172,f,1941,65,0,1
PH06-2-7,2,0,1.33,474.203,474.263,THEY,474.203,474.333,THAT'S,sp,474.063,474.203,EY,474.263,474.333,1.57,3.822,f,1941,65,1,0
PH06-2-7,1,2,4.9,478.833,478.973,THEY,478.833,479.233,THEY,sp,478.823,478.833,EY,478.973,479.233,1.87,1.604,f,1941,65,1,1
PH06-2-7,1,9,18.07,497.123,497.183,THEY,497.123,497.303,THEY,ER,497.053,497.123,EY,497.183,497.303,1.9,3.684,f,1941,65,1,0
PH06-2-7,1,1,1.97,499.193,499.243,THE,499.193,499.273,THEY,AY,499.033,499.193,AH,499.243,499.273,1.48,2.703,f,1941,65,1,1
PH06-2-7,1,1,2.86,502.062,502.103,THE,502.062,502.133,THE,NG,502.032,502.062,AH,502.103,502.133,1.269,6.304,f,1941,65,1,1
PH06-2-7,1,1,1.07,503.122,503.173,THE,503.122,503.203,THE,P,503.092,503.122,AH,503.173,503.203,0.961,7.284,f,1941,65,1,1
PH06-2-7,1,1,1.19,504.173,504.213,THEM,504.173,504.393,THE,IY,504.023,504.173,AH,504.213,504.323,1.1,5.455,f,1941,65,1,1
PH06-2-7,0,1,1.9,506.023,506.203,THEY,506.023,506.293,THEM,sp,505.783,506.023,EY,506.203,506.293,2.199,3.638,f,1941,65,0,1
PH06-2-7,1,0,3.079,508.883,509.083,THEY,508.883,509.372,THEY,sp,508.553,508.883,EY,509.083,509.372,1.67,2.395,f,1941,65,1,0
PH06-2-7,0,1,1.461,510.683,510.733,THEY,510.683,510.833,THEY,sp,510.583,510.683,EY,510.733,510.833,1.7,4.706,f,1941,65,0,1
PH06-2-7,1,0,1.6,512.322,512.363,THE,512.322,512.433,THEY,M,512.263,512.322,AH,512.363,512.433,1.92,4.687,f,1941,65,1,0
PH06-2-7,1,1,1.98,514.293,514.323,THEM,514.293,514.413,THE,V,514.263,514.293,AH,514.323,514.353,1.22,4.918,f,1941,65,1,1
PH06-2-7,1,1,12.95,527.213,527.243,THEM,527.213,527.363,THEM,Z,527.172,527.213,AH,527.243,527.272,1.73,5.78,f,1941,65,1,1
PH06-2-7,1,9,2.09,529.233,529.303,THEIR,529.233,529.453,THEM,AH,529.193,529.233,EH,529.303,529.393,1.55,3.871,f,1941,65,1,0
PH06-2-7,1,1,4.13,533.403,533.453,THEY,533.403,533.583,THEIR,OW,533.373,533.403,EY,533.453,533.583,1.12,4.464,f,1941,65,1,1
PH06-2-7,2,1,0.58,533.933,533.983,THEIR,533.933,534.163,THEY,sp,533.843,533.933,EH,533.983,534.093,1.61,4.348,f,1941,65,1,1
PH06-2-7,1,2,2.29,536.353,536.393,THEY,536.353,536.453,THEIR,N,536.293,536.353,EY,536.393,536.453,1.3,4.615,f,1941,65,1,1
PH06-2-7,1,9,1.86,538.233,538.283,THEY,538.233,538.313,THEY,M,538.203,538.233,EY,538.283,538.313,0.95,7.368,f,1941,65,1,0
PH06-2-7,1,1,0.97,539.193,539.222,THEY'RE,539.193,539.283,THEY,sp,538.543,539.193,EH,539.222,539.253,1.62,2.469,f,1941,65,1,1
PH06-2-7,1,1,8.86,548.032,548.073,THEY,548.032,548.143,THEY'RE,IY,547.973,548.032,EY,548.073,548.143,1.76,6.25,f,1941,65,1,1
PH06-2-7,1,1,1.23,549.273,549.303,THEY'RE,549.273,549.373,THEY,L,549.243,549.273,EH,549.303,549.343,1.31,3.053,f,1941,65,1,1
PH06-2-7,1,1,16.189,565.483,565.513,THEY,565.483,565.562,THEY'RE,N,565.403,565.483,EY,565.513,565.562,0.73,8.219,f,1941,65,1,1
PH06-2-7,1,1,2.411,567.893,567.933,THE,567.893,567.973,THEY,L,567.683,567.893,AH,567.933,567.973,1.3,4.615,f,1941,65,1,1
PH06-2-7,0,1,0.97,568.873,568.903,THE,568.873,568.943,THE,K,568.843,568.873,AH,568.903,568.943,3.3,1.515,f,1941,65,0,1
PH06-2-7,1,1,40.91,609.633,609.663,THOUGH,609.633,609.853,THE,S,609.443,609.633,OW,609.663,609.853,1.54,4.545,f,1941,65,1,1
PH06-2-7,1,9,20.25,629.812,629.923,THE,629.812,630.103,THOUGH,N,629.722,629.812,AH,629.923,630.103,1.31,5.344,f,1941,65,1,0
PH06-2-7,1,1,7.16,636.992,637.033,THEY'RE,636.992,637.263,THE,N,636.903,636.992,EH,637.033,637.152,3.08,1.948,f,1941,65,1,1
PH06-2-7,1,2,73.69,710.883,710.913,THE,710.883,710.953,THEY'RE,L,710.812,710.883,AH,710.913,710.953,3.6,1.389,f,1941,65,1,1
