File,code,PrevDH,Lag,Seg_Start,Seg_End,Word,Word_Start,Word_End,PrevWord,Pre_Seg,Pre_Seg_Start,Pre_Seg_End,Post_Seg,Post_Seg_Start,Post_Seg_End,Window,Vowels_per_Second,gender,birthyear,age,obs,prev
PH73-0-6,1,1,0.34,2973.053,2973.083,THE,2973.053,2973.333,THEM,N,2973.022,2973.053,IY,2973.083,2973.333,1.31,5.344,f,1942,31,1,1
PH73-0-6,1,1,1.12,2974.373,2974.413,THE,2974.373,2974.453,THE,N,2974.313,2974.373,AH,2974.413,2974.453,1.58,4.43,f,1942,31,1,1
PH73-0-6,1,1,4.67,2979.023,2979.073,THE,2979.023,2979.123,THE,N,2978.993,2979.023,AH,2979.073,2979.123,1.821,3.844,f,1942,31,1,1
PH73-0-6,1,1,2.61,2981.623,2981.683,THE,2981.623,2981.733,THE,sp,2981.553,2981.623,AH,2981.683,2981.733,1.05,5.714,f,1942,31,1,1
PH73-0-6,1,1,3.32,2984.992,2985.023,THE,2984.992,2985.053,THE,N,2984.913,2984.992,AH,2985.023,2985.053,2.62,2.29,f,1942,31,1,1
PH73-0-6,0,9,10.673,2995.606,2995.655,THE,2995.606,2995.726,THE,P,2995.566,2995.606,AH,2995.655,2995.726,1.49,4.027,f,1942,31,0,0
PH73-0-6,1,0,2.92,2998.575,2998.606,THE,2998.575,2998.646,THE,N,2998.496,2998.575,IY,2998.606,2998.646,1.091,6.416,f,1942,31,1,0
PH73-0-6,0,1,10.1,3008.546,3008.595,THEN,3008.546,3008.746,THE,S,3008.476,3008.546,EH,3008.595,3008.696,1.39,2.878,f,1942,31,0,1
PH73-0-6,1,1,138.078,3146.663,3146.714,THAT,3146.663,3146.824,THEN,IY,3146.544,3146.663,AE,3146.714,3146.794,1.29,4.651,f,1942,31,1,1
PH73-0-6,1,1,3.35,3150.004,3150.054,THEIR,3150.004,3150.174,THAT,Z,3149.944,3150.004,EH,3150.054,3150.114,1.431,3.494,f,1942,31,1,1
PH73-0-6,1,1,2.619,3152.533,3152.563,THAT'S,3152.533,3152.793,THEIR,IY,3152.414,3152.533,AE,3152.563,3152.634,1.6,5,f,1942,31,1,1
PH73-0-6,1,1,2.421,3154.983,3155.024,THEY,3154.983,3155.214,THAT'S,sp,3154.873,3154.983,EY,3155.024,3155.214,1.251,3.197,f,1942,31,1,1
PH73-0-6,1,9,14.84,3169.974,3170.024,THOUGH,3169.974,3170.054,THEY,N,3169.914,3169.974,OW,3170.024,3170.054,1.13,6.195,f,1942,31,1,0
PH73-0-6,1,1,3.5,3173.394,3173.444,THESE,3173.394,3173.554,THOUGH,L,3173.293,3173.394,IY,3173.444,3173.484,2.37,4.219,f,1942,31,1,1
PH73-0-6,1,1,2.41,3175.864,3175.893,THAT,3175.864,3175.964,THESE,sp,3175.843,3175.864,AH,3175.893,3175.934,1.17,4.274,f,1942,31,1,1
PH73-0-6,1,1,1.98,3177.824,3177.854,THEM,3177.824,3177.944,THAT,OY,3177.794,3177.824,EH,3177.854,3177.914,1.43,5.594,f,1942,31,1,1
PH73-0-6,1,1,0.91,3178.654,3178.684,THEM,3178.654,3178.854,THEM,N,3178.624,3178.654,EH,3178.684,3178.764,0.95,4.211,f,1942,31,1,1
PH73-0-6,1,1,12.199,3190.844,3190.874,THERE'S,3190.844,3191.053,THEM,N,3190.814,3190.844,EH,3190.874,3190.913,1.239,4.843,f,1942,31,1,1
PH73-0-6,1,1,0.801,3191.703,3191.754,THAT,3191.703,3191.854,THERE'S,L,3191.604,3191.703,AE,3191.754,3191.814,1.821,2.746,f,1942,31,1,1
PH73-0-6,1,1,1.81,3193.424,3193.494,THEY'RE,3193.424,3193.664,THAT,L,3193.354,3193.424,EH,3193.494,3193.583,2.06,3.883,f,1942,31,1,1
PH73-0-6,1,1,6.488,3199.833,3199.863,THEM,3199.833,3200.152,THEY'RE,K,3199.793,3199.833,EH,3199.863,3200.063,1.1,2.727,f,1942,31,1,1
PH73-0-6,1,1,0.231,3200.152,3200.182,THEY,3200.152,3200.383,THEM,M,3200.063,3200.152,EY,3200.182,3200.383,1.111,2.7,f,1942,31,1,1
PH73-0-6,1,1,1.02,3201.213,3201.243,THEY'D,3201.213,3201.403,THEY,OW,3201.183,3201.213,EY,3201.243,3201.363,1.1,6.364,f,1942,31,1,1
PH73-0-6,1,1,2.28,3203.463,3203.503,THAN,3203.463,3203.683,THEY'D,sp,3202.543,3203.463,AE,3203.503,3203.653,2.29,2.62,f,1942,31,1,1
PH73-0-6,1,1,0.1,3203.683,3203.713,THE,3203.683,3203.783,THAN,N,3203.653,3203.683,IY,3203.713,3203.783,2.28,2.632,f,1942,31,1,1
PH73-0-6,1,1,0.9,3204.543,3204.592,THAT,3204.543,3204.683,THE,N,3204.432,3204.543,AE,3204.592,3204.632,1.62,3.704,f,1942,31,1,1
PH73-0-6,1,9,16.339,3220.843,3220.873,THAT'S,3220.843,3221.022,THAT,sp,3220.683,3220.843,AE,3220.873,3220.953,2.179,1.836,f,1942,31,1,0
PH73-0-6,1,1,0.12,3221.083,3221.112,THE,3221.083,3221.142,THAT'S,S,3221.022,3221.083,AH,3221.112,3221.142,1.05,4.762,f,1942,31,1,1
PH73-5-1,1,9,2.79,133.902,133.932,THEY,133.902,134.003,THAT'S,sp,133.863,133.902,EY,133.932,134.003,0.919,7.617,f,1895,78,1,0
PH73-5-1,0,9,16.94,150.793,150.823,THEN,150.793,150.943,THEY,S,150.703,150.793,EH,150.823,150.862,1.161,7.752,f,1895,78,0,0
PH73-5-1,0,0,5.129,155.893,155.932,THERE,155.893,156.072,THEN,M,155.822,155.893,EH,155.932,156.042,1.47,4.762,f,1895,78,0,0
PH73-5-1,1,0,8.785,164.757,164.797,THEY,164.757,164.857,THERE,N,164.697,164.757,EY,164.797,164.857,1.814,3.308,f,1895,78,1,0
PH73-5-1,0,9,2.87,167.567,167.627,THERE,167.567,167.727,THEY,K,167.497,167.567,EH,167.627,167.697,1.196,3.344,f,1895,78,0,0
PH73-5-1,0,0,0.496,168.113,168.153,THERE,168.113,168.223,THERE,sp,167.877,168.113,EH,168.153,168.193,1.766,4.53,f,1895,78,0,0
PH73-5-1,0,0,13.344,181.367,181.417,THEY,181.367,181.567,THERE,sp,181.297,181.367,EY,181.417,181.567,1.993,2.007,f,1895,78,0,0
PH73-5-1,0,0,0.409,181.777,181.867,THE,181.777,181.976,THEY,UW,181.696,181.777,AH,181.867,181.976,0.876,3.425,f,1895,78,0,0
PH73-5-1,1,0,1.677,183.152,183.303,THE,183.152,183.653,THE,UW,183.093,183.152,AH,183.303,183.653,1.87,2.139,f,1895,78,1,0
PH73-5-1,1,1,1.07,184.483,184.563,THERE,184.483,184.723,THE,L,184.373,184.483,EH,184.563,184.693,1.48,4.054,f,1895,78,1,1
PH73-5-1,0,0,12,196.503,196.533,THERE,196.503,196.723,THERE,R,196.463,196.503,EH,196.533,196.643,1.27,5.512,f,1895,78,0,0
PH73-5-1,1,0,61.37,258.022,258.063,THE,258.022,258.093,THERE,N,257.943,258.022,AH,258.063,258.093,1.32,3.788,f,1895,78,1,0
PH73-5-1,0,1,2.87,260.863,260.913,THE,260.863,260.963,THE,sp,260.403,260.863,AH,260.913,260.963,1.84,3.261,f,1895,78,0,1
PH73-5-1,1,0,49.577,310.34,310.38,THEY,310.34,310.54,THE,Z,310.29,310.34,EY,310.38,310.54,2.362,1.27,f,1895,78,1,0
PH73-5-1,1,1,12.593,322.922,322.993,THEN,322.922,323.133,THEY,L,322.883,322.922,EH,322.993,323.033,1.08,6.481,f,1895,78,1,1
PH73-5-1,1,1,20.493,343.396,343.446,THAT'S,343.396,343.626,THEN,OW,343.356,343.396,AE,343.446,343.546,1.301,3.843,f,1895,78,1,1
PH73-5-1,1,1,106.983,450.548,450.579,THE,450.548,450.609,THAT'S,NG,450.519,450.548,AH,450.579,450.609,0.961,8.325,f,1895,78,1,1
PH73-5-1,2,1,22.02,472.438,472.478,THEIR,472.438,472.629,THE,L,472.409,472.438,EH,472.478,472.599,1.32,4.545,f,1895,78,1,1
PH73-5-1,0,1,46.937,519.346,519.387,THAT,519.346,519.566,THEIR,B,519.326,519.346,AE,519.387,519.537,16.157,0.309,f,1895,78,0,1
PH73-5-1,0,0,80.617,599.883,599.933,THIS,599.883,600.183,THAT,AW,599.772,599.883,AH,599.933,599.973,1.6,6.25,f,1895,78,0,0
PH73-5-1,0,0,0.27,600.373,600.423,THEY,600.373,600.453,THIS,K,600.293,600.373,EY,600.423,600.453,1.12,6.25,f,1895,78,0,0
PH73-5-1,0,0,0.54,600.903,600.953,THEY,600.903,600.993,THEY,sp,600.853,600.903,EY,600.953,600.993,0.6,8.333,f,1895,78,0,0
PH73-5-1,2,0,1.71,602.403,602.483,THIS,602.403,602.703,THEY,OW,602.263,602.403,AH,602.483,602.523,2.039,2.452,f,1895,78,1,0
PH73-5-1,0,2,1.36,603.633,603.713,THE,603.633,604.063,THIS,ER,603.583,603.633,AH,603.713,604.063,2.881,2.43,f,1895,78,0,1
PH73-5-1,0,0,18.683,622.667,622.697,THE,622.667,622.746,THE,M,622.576,622.667,AH,622.697,622.746,1.901,4.734,f,1895,78,0,0
PH73-5-1,0,0,1.912,624.547,624.578,THEY,624.547,624.658,THE,Z,624.447,624.547,EY,624.578,624.658,1.78,3.933,f,1895,78,0,0
PH73-5-1,2,0,5.563,630.1,630.13,THE,630.1,630.221,THEY,Z,630.021,630.1,IY,630.13,630.221,1.14,7.895,f,1895,78,1,0
PH73-5-1,1,2,2.492,632.603,632.633,THE,632.603,632.713,THE,Z,632.573,632.603,IY,632.633,632.713,1.602,2.497,f,1895,78,1,1
PH73-5-1,0,1,3.686,636.199,636.239,THEN,636.199,636.399,THE,IY,636.169,636.199,EH,636.239,636.289,1.32,6.818,f,1895,78,0,1
PH73-5-1,1,0,0.07,636.399,636.429,THEY,636.399,636.469,THEN,N,636.289,636.399,EY,636.429,636.469,1.381,6.517,f,1895,78,1,0
PH73-5-1,0,1,3.342,639.661,639.711,THEY,639.661,639.811,THEY,sp,639.441,639.661,EY,639.711,639.811,2.361,1.271,f,1895,78,0,1
PH73-5-1,1,0,0.904,640.565,640.594,THEY,640.565,640.715,THEY,sp,640.21,640.565,EY,640.594,640.715,1.733,4.039,f,1895,78,1,0
PH73-5-1,0,1,1.22,641.825,641.855,THEY,641.825,641.935,THEY,N,641.745,641.825,EY,641.855,641.935,1.16,6.897,f,1895,78,0,1
PH73-5-1,1,0,4.283,646.108,646.138,THE,646.108,646.218,THEY,Z,646.058,646.108,IY,646.138,646.218,1.33,6.015,f,1895,78,1,0
PH73-5-1,1,9,16.292,662.42,662.48,THE,662.42,662.51,THE,sp,660.887,662.42,AH,662.48,662.51,2.542,1.967,f,1895,78,1,0
PH73-5-1,0,1,0.519,662.87,662.9,THERE,662.87,663.029,THE,NG,662.76,662.87,EH,662.9,662.999,3.113,2.57,f,1895,78,0,1
PH73-5-1,0,0,3.257,666.017,666.057,THE,666.017,666.286,THERE,Z,665.846,666.017,AH,666.057,666.286,2.03,4.433,f,1895,78,0,0
PH73-5-1,0,0,1.001,667.177,667.217,THEY,667.177,667.287,THE,Z,667.046,667.177,EY,667.217,667.287,2.185,3.204,f,1895,78,0,0
PH73-5-1,0,1,37.702,704.81,704.869,THAT,704.81,704.989,THEY,P,704.769,704.81,AE,704.869,704.96,1.419,4.228,f,1895,78,0,1
PH73-5-1,1,0,16.863,721.783,721.823,THE,721.783,721.852,THAT,M,721.663,721.783,AH,721.823,721.852,1.504,3.324,f,1895,78,1,0
PH73-5-1,0,1,7.318,729.04,729.09,THEY,729.04,729.17,THE,Z,729.01,729.04,EY,729.09,729.17,1.27,5.512,f,1895,78,0,1
PH73-5-1,1,0,0.85,729.96,729.99,THE,729.96,730.02,THEY,Z,729.87,729.96,AH,729.99,730.02,1.483,4.046,f,1895,78,1,0
PH73-5-1,0,9,13.885,743.755,743.795,THEIR,743.755,743.905,THE,N,743.655,743.755,EH,743.795,743.875,1.248,4.006,f,1895,78,0,0
PH73-5-1,0,0,6.302,750.107,750.136,THEY,750.107,750.207,THEIR,sp,749.426,750.107,EY,750.136,750.207,1.65,3.03,f,1895,78,0,0
PH73-5-1,0,1,4.334,754.481,754.511,THE,754.481,754.541,THEY,Z,754.391,754.481,AH,754.511,754.541,1.338,6.726,f,1895,78,0,1
PH73-5-1,0,0,0.86,755.32,755.361,THE,755.32,755.401,THE,P,755.29,755.32,AH,755.361,755.401,2.699,2.964,f,1895,78,0,0
PH73-5-1,1,0,4.093,759.434,759.464,THE,759.434,759.494,THE,OW,759.374,759.434,AH,759.464,759.494,1.254,3.987,f,1895,78,1,0
PH73-5-1,1,1,10.292,769.656,769.695,THAT,769.656,769.786,THE,V,769.596,769.656,AE,769.695,769.756,1.2,6.667,f,1895,78,1,1
PH73-5-1,0,1,11.763,781.489,781.519,THE,781.489,781.549,THAT,F,781.339,781.489,AH,781.519,781.549,2.145,2.797,f,1895,78,0,1
PH73-5-1,0,0,1.885,783.364,783.394,THE,783.364,783.434,THE,NG,783.224,783.364,AH,783.394,783.434,1.27,4.724,f,1895,78,0,0
PH73-5-1,1,9,8.445,791.719,791.769,THAT,791.719,791.879,THE,sp,791.029,791.719,AH,791.769,791.799,1.77,3.955,f,1895,78,1,0
PH73-5-1,0,1,0.73,792.489,792.578,THE,792.489,792.609,THAT,F,792.428,792.489,AH,792.578,792.609,1.519,3.95,f,1895,78,0,1
PH73-5-1,1,0,1.339,793.668,793.708,THAT'S,793.668,793.948,THE,EY,793.638,793.668,AE,793.708,793.778,1.548,3.876,f,1895,78,1,0
PH73-5-1,1,1,4.835,798.633,798.672,THEY,798.633,798.783,THAT'S,Z,798.533,798.633,EY,798.672,798.783,1.801,4.997,f,1895,78,1,1
PH73-5-1,0,9,2.48,801.123,801.173,THEY,801.123,801.263,THEY,F,801.033,801.123,EY,801.173,801.263,1.04,3.846,f,1895,78,0,0
PH73-5-1,1,0,0.74,801.843,801.893,THEY'LL,801.843,802.003,THEY,Z,801.812,801.843,EY,801.893,801.973,0.941,6.376,f,1895,78,1,0
PH73-5-1,1,9,23.162,824.975,825.005,THAT'S,824.975,825.165,THEY'LL,OW,824.944,824.975,AE,825.005,825.074,1.84,3.261,f,1895,78,1,0
PH73-5-1,0,9,38.386,863.49,863.52,THE,863.49,863.551,THAT'S,SH,863.421,863.49,AH,863.52,863.551,1.786,3.359,f,1895,78,0,0
PH73-5-1,0,0,15.204,878.524,878.564,THIS,878.524,878.755,THE,NG,878.444,878.524,AH,878.564,878.615,1.861,3.224,f,1895,78,0,0
PH73-5-1,0,0,1.331,879.976,880.026,THEY,879.976,880.086,THIS,Z,879.906,879.976,EY,880.026,880.086,1.741,3.446,f,1895,78,0,0
PH73-5-1,1,0,6.537,886.452,886.503,THAT,886.452,886.623,THEY,Z,886.383,886.452,AE,886.503,886.593,0.939,5.325,f,1895,78,1,0
PH73-5-1,0,0,13.516,899.85,899.89,THAT'S,899.85,900.139,THAT,Z,899.8,899.85,AE,899.89,900,1.642,3.654,f,1895,78,0,0
PH73-5-1,1,0,49.023,949.062,949.091,THE,949.062,949.162,THAT'S,N,948.942,949.062,IY,949.091,949.162,1.12,5.357,f,1895,78,1,0
PH73-5-1,0,1,0.64,949.722,949.771,THE,949.722,949.802,THE,V,949.692,949.722,AH,949.771,949.802,1.55,4.516,f,1895,78,0,1
PH73-5-1,0,0,4.601,954.293,954.343,THE,954.293,954.403,THE,Z,954.203,954.293,AH,954.343,954.403,1.609,3.729,f,1895,78,0,0
PH73-5-1,2,0,11.009,965.262,965.302,THAT,965.262,965.412,THE,IY,965.172,965.262,AE,965.302,965.362,1.264,4.747,f,1895,78,1,0
PH73-5-1,2,2,0.354,965.646,965.675,THEY,965.646,965.766,THAT,sp,965.412,965.646,EY,965.675,965.766,1.563,5.118,f,1895,78,1,1
PH73-5-1,2,2,4.241,969.797,969.838,THAT,969.797,970.007,THEY,IY,969.667,969.797,AE,969.838,969.907,1.858,2.691,f,1895,78,1,1
PH73-5-1,0,2,5.248,975.124,975.155,THE,975.124,975.255,THAT,SH,975.075,975.124,IY,975.155,975.255,1.23,4.878,f,1895,78,0,1
PH73-5-1,1,1,4.552,979.678,979.708,THE,979.678,979.807,THE,N,979.608,979.678,IY,979.708,979.807,2.219,2.704,f,1895,78,1,1
PH73-5-1,0,1,4.187,983.894,983.923,THEY,983.894,983.994,THE,sp,983.408,983.894,EY,983.923,983.994,1.435,4.181,f,1895,78,0,1
PH73-5-1,1,0,1.529,985.394,985.434,THE,985.394,985.523,THEY,NG,985.303,985.394,IY,985.434,985.523,1.31,5.344,f,1895,78,1,0
PH73-5-1,2,1,1.431,986.824,986.884,THE,986.824,986.954,THE,K,986.754,986.824,IY,986.884,986.954,1.065,4.695,f,1895,78,1,1
PH73-5-1,0,2,6.369,993.203,993.232,THE,993.203,993.323,THE,ER,993.132,993.203,IY,993.232,993.323,0.939,7.455,f,1895,78,0,1
PH73-5-1,1,0,10.12,1003.353,1003.382,THAT,1003.353,1003.443,THE,JH,1003.323,1003.353,AH,1003.382,1003.413,1.169,5.988,f,1895,78,1,0
PH73-5-1,0,9,21.643,1024.915,1024.946,THERE,1024.915,1025.086,THAT,Z,1024.856,1024.915,EH,1024.946,1025.055,1.896,5.274,f,1895,78,0,0
PH73-5-1,1,0,0.75,1025.656,1025.696,THERE,1025.656,1025.836,THERE,Z,1025.566,1025.656,EH,1025.696,1025.806,1.953,3.072,f,1895,78,1,0
PH73-5-1,0,1,1.633,1027.399,1027.429,THE,1027.399,1027.469,THERE,N,1027.319,1027.399,AH,1027.429,1027.469,1.842,3.8,f,1895,78,0,1
PH73-5-1,0,0,1.514,1028.713,1028.742,THAT'S,1028.713,1028.983,THE,sp,1028.489,1028.713,AE,1028.742,1028.833,1.421,2.111,f,1895,78,0,0
PH73-5-1,0,9,12.879,1041.802,1041.831,THE,1041.802,1041.862,THAT'S,sp,1040.645,1041.802,AH,1041.831,1041.862,2.088,2.874,f,1895,78,0,0
PH73-5-1,1,0,8.256,1049.978,1050.017,THE,1049.978,1050.118,THE,S,1049.898,1049.978,IY,1050.017,1050.118,1.94,3.608,f,1895,78,1,0
PH73-5-1,1,1,5.247,1055.254,1055.294,THEY'RE,1055.254,1055.365,THE,IY,1055.175,1055.254,EH,1055.294,1055.325,1.374,5.095,f,1895,78,1,1
PH73-5-1,1,0,12.768,1067.863,1067.923,THEY'RE,1067.863,1068.133,THEY'RE,L,1067.783,1067.863,EH,1067.923,1068.033,1.401,4.283,f,1895,78,1,0
PH73-5-1,1,0,21.727,1089.76,1089.799,THE,1089.76,1089.86,THEY'RE,UW,1089.699,1089.76,AH,1089.799,1089.86,1.09,4.587,f,1895,78,1,0
PH73-5-1,1,1,2.633,1092.343,1092.393,THEY,1092.343,1092.493,THE,AW,1092.243,1092.343,EY,1092.393,1092.493,3.382,1.183,f,1895,78,1,1
PH73-5-1,2,1,9.497,1101.851,1101.891,THEY,1101.851,1101.99,THEY,S,1101.74,1101.851,EY,1101.891,1101.99,1.432,4.888,f,1895,78,1,1
PH73-5-1,2,2,1.183,1102.983,1103.053,THAT,1102.983,1103.173,THEY,ER,1102.853,1102.983,AH,1103.053,1103.103,1.44,5.556,f,1895,78,1,1
PH73-5-1,2,2,2.39,1105.383,1105.453,THEY,1105.383,1105.563,THAT,OW,1105.333,1105.383,EY,1105.453,1105.563,1.887,3.71,f,1895,78,1,1
PH73-5-1,1,2,0.48,1105.913,1105.943,THE,1105.913,1106.043,THEY,L,1105.882,1105.913,AH,1105.943,1106.043,1.21,5.785,f,1895,78,1,1
PH73-5-1,0,1,1.129,1106.993,1107.033,THERE,1106.993,1107.172,THE,NG,1106.952,1106.993,EH,1107.033,1107.143,0.86,8.14,f,1895,78,0,1
PH73-5-1,1,1,15.271,1122.383,1122.413,THE,1122.383,1122.443,THERE,N,1122.353,1122.383,AH,1122.413,1122.443,0.87,6.897,f,1895,78,1,1
PH73-5-1,2,1,19.418,1141.651,1141.691,THE,1141.651,1141.861,THE,AH,1141.611,1141.651,AH,1141.691,1141.861,1.41,5.674,f,1895,78,1,1
PH73-5-1,0,2,2.828,1144.63,1144.66,THE,1144.63,1144.689,THE,N,1144.569,1144.63,AH,1144.66,1144.689,1.359,5.887,f,1895,78,0,1
PH73-5-1,1,0,3.534,1148.143,1148.172,THEY,1148.143,1148.223,THE,sp,1147.98,1148.143,EY,1148.172,1148.223,1.291,3.098,f,1895,78,1,0
PH73-5-1,1,9,28.22,1176.142,1176.223,THIS,1176.142,1176.443,THEY,Z,1176.042,1176.142,IH,1176.223,1176.302,1.48,5.405,f,1895,78,1,0
PH73-5-1,0,1,0.64,1176.992,1177.043,THE,1176.992,1177.083,THIS,sp,1176.933,1176.992,AH,1177.043,1177.083,1.2,4.167,f,1895,78,0,1
PH73-5-1,0,0,11.35,1188.313,1188.353,THEIR,1188.313,1188.433,THE,OW,1188.253,1188.313,EH,1188.353,1188.403,1.15,6.957,f,1895,78,0,0
PH73-5-1,0,9,1.703,1190.076,1190.106,THE,1190.076,1190.136,THEIR,ER,1190.046,1190.076,AH,1190.106,1190.136,1.071,5.602,f,1895,78,0,0
PH73-5-1,1,0,2.815,1192.821,1192.85,THEN,1192.821,1192.951,THE,sp,1192.45,1192.821,EH,1192.85,1192.891,1.051,4.757,f,1895,78,1,0
PH73-5-1,0,1,0.4,1193.291,1193.321,THE,1193.291,1193.351,THEN,N,1193.221,1193.291,AH,1193.321,1193.351,1.36,5.882,f,1895,78,0,1
PH73-5-1,1,9,26.432,1219.693,1219.733,THE,1219.693,1219.783,THE,Z,1219.633,1219.693,AH,1219.733,1219.783,1.768,2.828,f,1895,78,1,0
PH73-5-1,1,1,2.361,1222.043,1222.084,THE,1222.043,1222.144,THE,sp,1221.904,1222.043,AH,1222.084,1222.144,1.48,4.054,f,1895,78,1,1
PH73-5-1,0,1,3.842,1225.885,1225.946,THE,1225.885,1225.986,THE,V,1225.856,1225.885,AH,1225.946,1225.986,1.021,5.877,f,1895,78,0,1
PH73-5-1,1,0,3.233,1229.059,1229.139,THEY,1229.059,1229.219,THE,IY,1228.959,1229.059,EY,1229.139,1229.219,1.139,5.268,f,1895,78,1,0
PH73-5-1,0,2,3.568,1232.568,1232.628,THEN,1232.568,1232.787,THEY,ER,1232.528,1232.568,EH,1232.628,1232.707,1.144,3.497,f,1895,78,0,1
PH73-5-1,2,0,2.705,1235.342,1235.402,THEY,1235.342,1235.492,THEN,OW,1235.181,1235.342,EY,1235.402,1235.492,2.321,5.601,f,1895,78,1,0
PH73-5-1,0,0,3.503,1238.836,1238.866,THAT,1238.836,1238.995,THEY,sp,1238.796,1238.836,AE,1238.866,1238.966,0.843,3.559,f,1895,78,0,0
PH73-5-1,1,1,33.52,1272.375,1272.404,THEIR,1272.375,1272.515,THAT,Z,1272.345,1272.375,EH,1272.404,1272.445,2.127,4.231,f,1895,78,1,1
PH73-5-1,1,1,14.313,1286.768,1286.797,THE,1286.768,1286.828,THEIR,N,1286.728,1286.768,AH,1286.797,1286.828,1.19,5.882,f,1895,78,1,1
PH73-5-1,0,9,5.61,1292.367,1292.408,THE,1292.367,1292.438,THE,P,1292.338,1292.367,AH,1292.408,1292.438,1.56,6.41,f,1895,78,0,0
PH73-5-1,1,0,3.275,1295.573,1295.603,THE,1295.573,1295.713,THE,ER,1295.542,1295.573,IY,1295.603,1295.713,1.52,5.921,f,1895,78,1,0
PH73-5-1,1,1,6.058,1301.711,1301.741,THE,1301.711,1301.771,THE,N,1301.681,1301.711,AH,1301.741,1301.771,1.447,4.147,f,1895,78,1,1
PH73-5-1,0,1,49.703,1351.374,1351.403,THEY,1351.374,1351.474,THE,sp,1350.485,1351.374,EY,1351.403,1351.474,1.967,2.034,f,1895,78,0,1
PH73-5-1,0,0,1.169,1352.563,1352.613,THE,1352.563,1352.643,THEY,sp,1352.543,1352.563,AH,1352.613,1352.643,1.391,2.876,f,1895,78,0,0
PH73-5-1,0,0,14.902,1367.445,1367.504,THE,1367.445,1367.545,THE,M,1367.374,1367.445,AH,1367.504,1367.545,1.52,4.605,f,1895,78,0,0
PH73-5-1,1,1,5.657,1373.093,1373.133,THEIR,1373.093,1373.202,THE,ER,1373.063,1373.093,EH,1373.133,1373.173,1.45,6.207,f,1895,78,1,1
PH73-5-1,1,9,10.92,1383.903,1383.933,THAT'S,1383.903,1384.122,THEIR,IY,1383.813,1383.903,AE,1383.933,1384.033,1.52,3.947,f,1895,78,1,0
PH73-5-1,0,9,1.907,1385.889,1385.918,THEY,1385.889,1386.029,THAT'S,sp,1385.769,1385.889,EY,1385.918,1386.029,1,4,f,1895,78,0,0
PH73-5-1,1,0,0.66,1386.578,1386.618,THEY,1386.578,1386.689,THEY,sp,1386.549,1386.578,EY,1386.618,1386.689,1.22,5.738,f,1895,78,1,0
PH73-5-1,1,1,0.27,1386.889,1386.929,THE,1386.889,1386.959,THEY,V,1386.838,1386.889,AH,1386.929,1386.959,1.54,3.247,f,1895,78,1,1
PH73-5-1,1,1,1.61,1388.409,1388.439,THEY'RE,1388.409,1388.569,THE,N,1388.329,1388.409,EH,1388.439,1388.539,1.97,3.046,f,1895,78,1,1
PH73-5-1,0,1,0.649,1388.788,1388.849,THEIR,1388.788,1389.218,THEY'RE,N,1388.729,1388.788,EH,1388.849,1388.938,2.004,2.495,f,1895,78,0,1
PH73-5-1,1,9,5.121,1394.229,1394.269,THAT,1394.229,1394.339,THEIR,Z,1394.119,1394.229,AH,1394.269,1394.299,1.585,4.416,f,1895,78,1,0
PH73-5-1,0,1,2.94,1396.899,1396.949,THEIR,1396.899,1397.279,THAT,N,1396.819,1396.899,EH,1396.949,1397.099,1.938,3.096,f,1895,78,0,1
PH73-5-1,0,2,12.221,1409.43,1409.46,THE,1409.43,1409.5,THEIR,N,1409.38,1409.43,AH,1409.46,1409.5,1.271,6.294,f,1895,78,0,1
PH73-5-1,1,0,17.499,1426.929,1426.969,THE,1426.929,1426.999,THE,N,1426.899,1426.929,AH,1426.969,1426.999,1.09,7.339,f,1895,78,1,0
PH73-5-1,1,1,3.27,1430.129,1430.169,THEY,1430.129,1430.269,THE,N,1430.049,1430.129,EY,1430.169,1430.269,1.286,3.11,f,1895,78,1,1
PH73-5-1,1,1,12.407,1442.556,1442.606,THEY,1442.556,1442.676,THEY,OW,1442.466,1442.556,EY,1442.606,1442.676,0.8,7.5,f,1895,78,1,1
PH73-5-1,1,1,0.29,1442.836,1442.875,THEY,1442.836,1442.966,THEY,sp,1442.786,1442.836,EY,1442.875,1442.966,0.97,6.186,f,1895,78,1,1
PH73-5-1,1,9,32.086,1474.792,1474.853,THEY'RE,1474.792,1475.052,THEY,L,1474.633,1474.792,EH,1474.853,1475.022,1.33,6.015,f,1895,78,1,0
PH73-5-1,0,2,9.864,1484.795,1484.886,THE,1484.795,1484.916,THEY'RE,OW,1484.676,1484.795,AH,1484.886,1484.916,2.627,1.903,f,1895,78,0,1
PH73-5-1,0,0,3.309,1488.145,1488.175,THE,1488.145,1488.225,THE,sp,1488.135,1488.145,AH,1488.175,1488.225,1.932,3.106,f,1895,78,0,0
PH73-5-1,1,0,0.99,1489.094,1489.145,THAT,1489.094,1489.215,THE,Z,1489.045,1489.094,AH,1489.145,1489.185,0.94,4.255,f,1895,78,1,0
PH73-5-1,0,9,20.118,1509.232,1509.273,THE,1509.232,1509.333,THAT,sp,1508.953,1509.232,AH,1509.273,1509.333,1.967,3.05,f,1895,78,0,0
PH73-5-1,0,1,22.072,1531.275,1531.305,THEY,1531.275,1531.405,THE,OW,1531.225,1531.275,EY,1531.305,1531.405,1.158,4.318,f,1895,78,0,1
